ID,GPA,SAT,Status
201645,3.96,1500.0,1
201645,3.8,1370.0,0.5
201645,3.9,1510.0,1
201645,3.8,1480.0,1
201645,3.8,1530.0,1
201645,3.94,1430.0,1
201645,4.0,1450.0,1
201645,3.8,1450.0,1
201645,3.9,1530.0,0.5
201645,3.9,1400.0,1
201645,3.75,1080.0,0.5
201645,4.0,1480.0,1
201645,3.51,1430.0,1
201645,3.9,1460.0,1
201645,4.0,1510.0,1
134097,3.99,1370.0,1
134097,4.0,1430.0,1
